新闻id,内容,链接
5189,Starboard 投资 CarMax，推动二手车零售商转型Starboard 已在 CarMax 中积累了约 3.5 亿美元的股份。Bloomberg 在 X（原 Twitter）发文表示，Starboard 认为在即将上任的 CEO Keith Barr 的领导下，有机会加速这家二手车零售商的转型。,https://www.binance.com/zh-CN/square/post/300228469093826
5190,"英皇国际计划今年推售至少两个住宅楼盘英皇国际债务问题曾引起市场关注。香港电台报道，副主席杨政龙表示，集团与银行的安排正常，楼盘销售成绩不俗，伦敦及香港物业高于市价售出。

杨政龙称，今年内计划推售至少两个住宅楼盘，并可能增持升值潜力物业。他透露正与其他发展商探讨合作模式，包括合伙及分红。

杨政龙指出，今年楼市成交数据理想，超豪宅看楼量、成交价、问价均好转，集团已调高叫价。他认为，尽管印花税上调，豪宅买家需求不受影响。",https://www.binance.com/zh-CN/square/post/300228196109633
5191,贵金属 | 美国2月CPI数据持稳，黄金面临地缘风暴考验据金十数据报道，美国2月CPI数据可能保持稳定，但市场担忧这只是地缘政治风暴前的平静。黄金市场可能再次面临挑战，投资者需密切关注未来走势。,https://www.binance.com/zh-CN/square/post/300225785156049
5192,英国气候顾问：实现净零成本低于化石燃料价格冲击英国官方气候顾问表示，实现净零排放的成本低于一次化石燃料价格冲击。Bloomberg 在 X（原 Twitter）发文表示，这一观点强调了向可再生能源转型的经济可行性。,https://www.binance.com/zh-CN/square/post/300225080958273
5193,菲律宾债券面临挑战，中东冲突或推高油价菲律宾债券可能在亚洲面临最大挑战，若中东冲突导致油价持续上涨。Bloomberg 在 X（原 Twitter）发文表示，油价上涨可能对菲律宾经济产生负面影响，尤其是在债券市场。,https://www.binance.com/zh-CN/square/post/300224579000529
5194,Snabbit 正在洽谈新一轮融资，估值约 4.5 亿美元Snabbit 是一款家政服务应用程序，目前正在进行新一轮融资洽谈，估值约为 4.5 亿美元。Bloomberg 在 X（原 Twitter）发文表示，该应用程序旨在通过技术手段提升家政服务的效率和便利性。,https://www.binance.com/zh-CN/square/post/300224014051586
5195,IBM 合作开发抗量子攻击消息协议IBM 正与 Signal 和 Threema 合作设计抗量子攻击的消息协议，以抵御未来对加密的攻击。据 NS3 报道，报告警告称，“先收集后解密”攻击可能让对手记录今天的加密聊天，并在强大的量子计算机出现后解密。文章指出，Signal 已部署 PQXDH 和 SPQR 后量子升级，而 Threema 正在探索与 IBM 合作集成国家标准与技术研究院标准化的 ML-KEM 算法。,https://www.binance.com/zh-CN/square/post/300223948824386
5196,"BTC 突破 70,000 USDT，24 小时涨幅2.29%据币安行情数据显示，BTC 突破 70,000 USDT，现报价 70,026.5 USDT，24 小时涨幅2.29%。",https://www.binance.com/zh-CN/square/post/300223396878593
5197,Solana 项目 Ranger Finance 清算并返还 504 万 USDC据 SolanaFloor，Solana 项目 Ranger Finance 的代币持有人通过链上治理投票决定清算项目。据吴说报道，将约 504 万 USDC 从金库及流动性池中提取返还给 RNGR 持有人。该提案称团队在融资前存在重大误导。Ranger Finance 代币上线仅两个月，采用 MetaDAO 的 futarchy 治理模型。,https://www.binance.com/zh-CN/square/post/300223009695730
5198,韩国3月初出口大增55.6%，进口增长21.7%据金十数据报道，韩国海关总署数据显示，韩国3月1日至10日出口同比增长55.6%，进口同比增长21.7%。这一数据表明韩国在3月初的贸易活动显著增加，出口增速远超进口。,https://www.binance.com/zh-CN/square/post/300220794890594
5199,地缘政治 | 英国内政大臣批准禁止“圣城日游行”请求据金十数据报道，英国内政大臣批准了伦敦警察厅禁止“圣城日游行”的请求。此举旨在维护公共安全，防止可能的冲突和骚乱。伦敦警察厅表示，将加强巡逻和安保措施，以确保城市的正常秩序。,https://www.binance.com/zh-CN/square/post/300218894694769
5200,29.98 万枚 SOL 从 Revolut 转出至匿名地址据 ChainCatcher 报道，Arkham 数据显示，在 07:37，29.98 万枚 SOL 从 Revolut 转出至一匿名地址（AzuJho...开头）。,https://www.binance.com/zh-CN/square/post/300218863070161
5201,日本企业商品物价指数年率低于预期据金十数据报道，日本2月国内企业商品物价指数年率为2%，低于预期的2.1%，前值为2.30%。这一数据表明日本企业商品价格增长速度有所放缓，可能对日本经济产生影响。,https://www.binance.com/zh-CN/square/post/300218358683393
5202,瑞士巴士起火事件造成6人死亡，警方怀疑人为纵火瑞士西部弗里堡州发生巴士起火事件，造成6人死亡、5人受伤。香港电台报道，事件发生在当地星期二傍晚，巴士在市中心被火焰吞噬。警方表示，伤者包括4名乘客和1名急救人员，其中三人伤势危重。警方目前认为起火原因可能是人为造成，甚至可能是蓄意纵火。,https://www.binance.com/zh-CN/square/post/300218302417345
5203,StableX 与 BitGo 合作支持 1 亿美元数字资产储备计划纳斯达克上市公司 StableX 宣布与 BitGo 合作。据吴说报道，由 BitGo Bank & Trust 提供托管及交易服务，以支持其最高 1 亿美元的数字资产储备计划。StableX 计划配置与稳定币生态相关的加密资产，并通过 BitGo 的场外流动性平台执行交易。该公司此前已购入包括 LINK 等代币。,https://www.binance.com/zh-CN/square/post/300217111766785
5204,地缘政治 | 伊朗警告街头抗议者将被视为敌人伊朗警察局长在接受国家电视台采访时表示，任何应敌方要求走上街头的人，都将被视为敌人而非抗议者而遭到对抗。据金十数据报道，安全部队已扣动扳机。,https://www.binance.com/zh-CN/square/post/300214877970561
5205,私募信贷基金面临超7%资本赎回压力据外媒和知情人士透露，一家管理约330亿美元资产的旗舰私募信贷基金正面临超过7%资本的赎回压力。该基金由一家另类投资顾问和基金管理公司管理。据 NS3 报道，这一情况引发了市场对私募信贷市场流动性的关注。,https://www.binance.com/zh-CN/square/post/300214222221025
5206,CME FedWatch Tool 显示 3 月美联储维持利率不变概率达 99.4%CME 的 FedWatch Tool 显示，美联储在 3 月会议上维持利率不变的概率为 99.4%，仅有 0.6% 的可能性会降息 25 个基点。据 NS3 报道，这表明交易员几乎不认为该会议上会有降息的可能性。,https://www.binance.com/zh-CN/square/post/300214185485858
5207,Stani Kulechov：DAO 需要结构性变革以提高执行效率Aave 创始人兼 CEO Stani Kulechov 表示，去中心化自治组织（DAO）并未走向终结。据 NS3 报道，他认为 DAO 需要进行结构性变革，以提高执行效率。,https://www.binance.com/zh-CN/square/post/300214109434866
5208,地缘政治 | 韩国财政部长：将寻求一切可用政策措施应对中东危机影响韩国财政部长表示，将寻求一切可用的政策措施，包括追加预算，以最大限度地减轻中东危机对国内经济的影响。据金十数据报道，这一声明反映了韩国政府对当前地缘政治局势的高度关注和应对准备。,https://www.binance.com/zh-CN/square/post/300213881700066
5209,股票市场 | 港股ADR个别发展，汇控等跌逾1%港股美国预托证券（ADR）表现不一。香港电台报道，汇控、工行及中行ADR较本港昨日收市价跌逾1%。友邦跌近0.5%，而阿里巴巴ADR则保持稳定。,https://www.binance.com/zh-CN/square/post/300213550244433
5210,甲骨文受惠AI需求，财报超预期，ORCL股价上涨逾8%甲骨文最新财报显示，受人工智能运算需求推动，其云端基础设施业务营收强劲。据链新闻发布的文章，甲骨文的业绩超出市场预期，推动股价上涨超过8%。,https://www.binance.com/zh-CN/square/post/300211721412929
5211,阿尔伯塔碳信用价格上涨后回落，工业碳税政策影响显现阿尔伯塔省承诺提高工业碳税并加强碳交易系统后，碳信用价格曾一度上涨，但这一涨势已逐渐消退。Bloomberg 在 X（原 Twitter）发文表示，市场对政策的初步反应积极，但随着时间推移，价格回落显示出政策影响的复杂性。,https://www.binance.com/zh-CN/square/post/300209252286337
5212,中国富豪偏爱本土电动车，保时捷地位不再中国富豪对保时捷跑车的追求已不如从前。Bloomberg 在 X（原 Twitter）发文表示，近年来，低噪音的本土电动车逐渐成为中国新富阶层的首选。,https://www.binance.com/zh-CN/square/post/300207996198081
5213,亚特兰大联储主席职位招聘，面试预计30天内开始据金十数据报道，美国亚特兰大联储董事会主席格雷戈里·海尔表示，此次寻找接替前亚特兰大联储主席博斯蒂克的人选，将面向全美范围展开，不会局限于该银行所在的东南部地区。相关申请材料仍在收集中，预计在大约30天内将开始面试。此前，美国财长贝森特曾在12月初表示，他将提议未来地方联储主席需在其辖区居住满三年，否则“我们将否决其任命”。海尔表示，目前尚未对亚特兰大联储的招聘工作提出任何限制。不过，尽管联储主席由该地区联储董事会聘任，但其任命须经美联储委员会委员的批准。,https://www.binance.com/zh-CN/square/post/300206336680434
5214,Aave 发生 2700 万美元强制清算，安全机制配置错误导致加密借贷协议 Aave 在过去 24 小时内发生了 2700 万美元的强制清算。据 NS3 报道，风险管理公司 Chaos Labs 表示，Aave 的 CAPO 内部安全机制配置错误，而非预言机故障，导致 wstETH 被低估，使部分贷款低于清算阈值。在此事件中，清算机器人赚取了 499 ETH 的利润。,https://www.binance.com/zh-CN/square/post/300204662845154
5215,Ravi Gupta 和 John Hegeman 筹集 10 亿美元成立新控股公司Sequoia 合伙人 Ravi Gupta 和前 Meta 首席营收官 John Hegeman 正在筹集至少 10 亿美元，用于成立一家新的控股公司。Bloomberg 在 X（原 Twitter）发文表示，这一举措旨在拓展他们在科技和投资领域的影响力。,https://www.binance.com/zh-CN/square/post/300204487213170
